latitude,longitude,town,postcode,epci,county,images/0,images/1,images/2,images/3,images/4,images/5,images/6,images/7,images/8,images/9,images/10,images/11,images/12,images/13
45.79051,0.30149,La Rochette,16110,CC La Rochefoucauld - Porte du PǸrigord,Charente,https://api.v2.clean2gether.com/uploads/f36f37b3_c23c_4af0_8805_f1881a7aa143_jpg_2f00a9941d.jpg,,,,,,,,,,,,,
45.70096,-0.30341,Cognac,16100,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/36e979ab_3317_4350_a2b6_d1506aa05f5a_jpg_3c3d17a10f.jpg,,,,,,,,,,,,,
45.68827,0.11822,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/D64_C3_F8_F_6990_493_B_A47_A_CB_0_A7301_AC_17_jpg_5d0c85f1ee.jpg,,,,,,,,,,,,,
45.72287,-0.2841,Nercillac,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/fd349ed9_75f9_4ebb_b9a6_31552f71e36a_jpg_99df8d6681.jpg,https://api.v2.clean2gether.com/uploads/fb3bfec1_9f81_474a_a353_2847252f894a_jpg_a40ffafe4f.jpg,,,,,,,,,,,,
45.68879,0.11724,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/E1716_D75_875_A_4_A80_A05_E_3_E730_D54_B955_jpg_417354db62.jpg,,,,,,,,,,,,,
44.83232,-0.76185,Martignas-sur-Jalle,33127,Bordeaux MǸtropole,Gironde,https://api.v2.clean2gether.com/uploads/44d0cfbb_cd21_4a2b_b93b_f13c72453874_jpg_8e95b9b65d.jpg,,,,,,,,,,,,,
45.64963,-0.00748,Champmillon,16290,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/DF_6_D767_C_3_BE_3_4414_8_DA_1_BBB_9_DCC_24905_jpg_344527f659.jpg,,,,,,,,,,,,,
44.83352,-0.76529,Martignas-sur-Jalle,33127,Bordeaux MǸtropole,Gironde,https://api.v2.clean2gether.com/uploads/41b6dd06_26be_42de_a098_6ef16d75f513_jpg_55f407d098.jpg,,,,,,,,,,,,,
45.67391,0.12587,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/eb8ea105_cdca_4a5b_8e34_9bc893ac5b5e_jpg_bfcee88ed2.jpg,https://api.v2.clean2gether.com/uploads/8020ac33_eefe_4209_9001_266e5e4826c1_jpg_2a51322873.jpg,,,,,,,,,,,,
45.65189,-0.3505,Gimeux,16130,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/0bb68d05_85b9_43b2_adf0_a75bc21a8aeb_jpg_28fa611b09.jpg,,,,,,,,,,,,,
45.53692,0.23953,Torsac,16410,CC Lavalette Tude Dronne,Charente,https://api.v2.clean2gether.com/uploads/fb7a6352_6e8a_4138_bc8f_ef887e2a466e_jpg_5e64746157.jpg,https://api.v2.clean2gether.com/uploads/c7456a17_34d0_488c_92aa_d167f53563f8_jpg_b1f0f57506.jpg,,,,,,,,,,,,
45.67285,0.17542,Gond-Pontouvre,16160,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/ddf273eb_fac7_4562_ae31_8b35ee9fb44a_jpg_7634593efe.jpg,,,,,,,,,,,,,
44.82322,-0.57749,Bordeaux,33000,Bordeaux MǸtropole,Gironde,https://api.v2.clean2gether.com/uploads/fe2a59d8_80f8_4bc8_ad0a_ead4ee6a7a53_jpg_fc52e10172.jpg,,,,,,,,,,,,,
45.67657,0.24159,Ruelle-sur-Touvre,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/46195065_204f_4218_8b93_a62e3f3a026f_jpg_5bb7ce4a04.jpg,,,,,,,,,,,,,
45.45101,-0.12972,Salles-de-Barbezieux,16300,CC des 4B Sud Charente,Charente,https://api.v2.clean2gether.com/uploads/8ce0326a_fc68_4604_b022_bd057bc16df3_jpg_d837d34616.jpg,https://api.v2.clean2gether.com/uploads/61044de9_5ad1_4f57_a4c0_5fee39f0ef43_jpg_662f615b5d.jpg,,,,,,,,,,,,
45.72112,-0.34535,Cherves-Richemont,16370,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/9ccc28c0_0e1f_4741_8cef_98e6b4622026_jpg_1a27edec35.jpg,,,,,,,,,,,,,
45.66607,0.28531,Mornac,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/16_E39_D3_E_E132_4_A36_AFFA_CCF_71_CC_28_A61_jpg_3c558b607e.jpg,,,,,,,,,,,,,
45.66245,0.37757,Chazelles,16380,CC La Rochefoucauld - Porte du PǸrigord,Charente,https://api.v2.clean2gether.com/uploads/6_F78_C68_C_A167_4_A07_83_CB_2997_A48_CABDA_jpg_670e00d582.jpg,,,,,,,,,,,,,
45.44415,0.10105,PǸrignac,16250,CC des 4B Sud Charente,Charente,https://api.v2.clean2gether.com/uploads/99_DA_3102_B868_4662_9337_C8977_BF_57083_jpg_2284161199.jpg,https://api.v2.clean2gether.com/uploads/E7_BB_8_A9_F_C013_4947_A685_A2_A18_C6_E329_F_jpg_1bc818936e.jpg,,,,,,,,,,,,
45.6897,0.25819,Ruelle-sur-Touvre,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/4357b10c_b0bd_485c_81ea_4a345063b366_jpg_02ea72a946.jpg,,,,,,,,,,,,,
45.69408,0.27606,Mornac,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/1164e795_d07e_4859_85b0_bdd44340232d_jpg_c3a5e480c6.jpg,,,,,,,,,,,,,
45.44653,0.10519,PǸrignac,16250,CC des 4B Sud Charente,Charente,https://api.v2.clean2gether.com/uploads/15_D4388_F_7_A97_4_F19_8760_C4_CAB_3_FB_89_EF_jpg_2d740cc8be.jpg,https://api.v2.clean2gether.com/uploads/EFF_98_DB_0_71_D4_4117_9_C10_2168187_E2711_jpg_16bcf5db1a.jpg,https://api.v2.clean2gether.com/uploads/A68_FFEB_8_84_DC_4_EB_1_B259_0420_BC_104_E7_B_jpg_73169dbe35.jpg,,,,,,,,,,,
44.66948,-0.45719,Castres-Gironde,33640,CC de Montesquieu,Gironde,https://api.v2.clean2gether.com/uploads/6ba2fc17_e9d2_4fb5_9514_8c79c499bb0f_jpg_f18fb5dbe2.jpg,,,,,,,,,,,,,
45.7609,-0.20071,Houlette,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/5435c713_3b7e_4c5e_ba68_2120457e7a7a_jpg_83738177d3.jpg,https://api.v2.clean2gether.com/uploads/31cc087c_2599_4a5e_a3e6_370660ca3a04_jpg_7a1a8ea729.jpg,,,,,,,,,,,,
45.99296,-1.37973,Saint-Georges-d'OlǸron,17190,CC de l'Ile d'OlǸron,Charente-Maritime,https://api.v2.clean2gether.com/uploads/0312688b_cf22_4a08_a2ef_7e390f629853_jpg_0ae19ba3f5.jpg,,,,,,,,,,,,,
45.95744,0.57539,Ambernac,16490,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/a4cd6e03_8940_4277_a8fd_b3dea72a4327_jpg_f236044d9f.jpg,,,,,,,,,,,,,
45.70541,0.30737,Mornac,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/4a55b300_9b7e_406b_a6dc_bccf54688234_jpg_e220fd960f.jpg,,,,,,,,,,,,,
45.72661,-0.38679,Louzac-Saint-AndrǸ,16100,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/C3_F2177_F_A0_AD_4_E82_8_FDB_0069232195_AA_jpg_10756fe0a7.jpg,,,,,,,,,,,,,
45.71854,-0.39341,Louzac-Saint-AndrǸ,16100,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/A62_C5_FB_5_8_E72_4_B17_97_EF_28_FA_7_D4950_C2_jpg_eaa36ab122.jpg,https://api.v2.clean2gether.com/uploads/4_B700527_6_B3_D_4412_BE_72_E6719_D12_FBE_1_jpg_5c3323b6ff.jpg,https://api.v2.clean2gether.com/uploads/CE_668_A46_26_B8_45_AE_B8_C5_0620_FB_7_B8010_jpg_325f0c9c4e.jpg,,,,,,,,,,,
45.68938,0.1533,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/3dd47b5d_2dcf_467c_938b_91696889a102_jpg_a59ffb6437.jpg,,,,,,,,,,,,,
45.68947,0.15279,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/af4d1b2a_0112_4d7f_97a9_e3a85d7d0beb_jpg_4670f4386b.jpg,,,,,,,,,,,,,
45.23529,-0.00933,Rioux-Martin,16210,CC Lavalette Tude Dronne,Charente,https://api.v2.clean2gether.com/uploads/505_A7599_8595_4558_99_A8_91_DCE_942_FA_57_jpg_d8e982d380.jpg,,,,,,,,,,,,,
45.80698,0.19586,Tourriers,16560,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/c14b56eb_2e20_402f_889d_a9a9207c95f8_jpg_58fee7f9db.jpg,,,,,,,,,,,,,
45.38915,-0.18041,Le Tǽtre,16360,CC des 4B Sud Charente,Charente,https://api.v2.clean2gether.com/uploads/48515694_8e7f_4362_a9a5_c701beefa9d8_jpg_39ce1795ef.jpg,,,,,,,,,,,,,
45.68476,0.13306,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/8_EC_5_B4_F7_01_D6_496_D_912_F_42_AE_1390_B05_D_jpg_14d808381b.jpg,,,,,,,,,,,,,
45.68387,0.10775,Saint-Yrieix-sur-Charente,16710,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/f33a00d1_84a2_4043_ace3_d9ad74154057_jpg_1b00c6e803.jpg,,,,,,,,,,,,,
45.85214,0.29384,Saint-Amant-de-Bonnieure,16230,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/a3af271d_0f87_49f1_960f_0600d495e241_jpg_ebe786b33e.jpg,,,,,,,,,,,,,
45.64832,0.13597,AngoulǦme,16000,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/8a3a6262_ee8e_4bbb_830a_fb3d37d7fa8a_jpg_87f421cb50.jpg,,,,,,,,,,,,,
45.76383,0.0288,Saint-Genis-d'Hiersac,16570,CC du Rouillacais,Charente,https://api.v2.clean2gether.com/uploads/6e112f9e_53ce_45dc_bc9f_28dc5218e498_jpg_e34db04454.jpg,,,,,,,,,,,,,
45.69571,0.08801,FlǸac,16730,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/38727_C7_F_BA_1_E_4_FC_2_A7_E9_A510_EC_5_C2822_jpg_5d9fcaccee.jpg,,,,,,,,,,,,,
45.61664,0.13379,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/94b28eef_f82e_4f17_8b6b_9b21a9e21064_jpg_b16905adb7.jpg,,,,,,,,,,,,,
45.67396,-0.1686,Gondeville,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/d3c63024_de64_4c40_b475_feed09bf7b6b_jpg_976ee3f1ea.jpg,https://api.v2.clean2gether.com/uploads/1b9ba9dc_d932_4840_b31a_f0996e14466f_jpg_7d448bab03.jpg,https://api.v2.clean2gether.com/uploads/1c73f04e_a5ff_41d3_9165_1775495c77ec_jpg_116a14d752.jpg,,,,,,,,,,,
45.71975,-0.17291,Les MǸtairies,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/0_D6_C09_FE_B27_B_40_E3_ADD_0_6_AEB_9_EEF_0_A16_jpg_2b64176d5e.jpg,,,,,,,,,,,,,
45.61763,0.13112,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/4890f60b_6908_45c6_b6e8_f4a3256f9ed1_jpg_048f9684f3.jpg,,,,,,,,,,,,,
46.05569,0.34956,Le Bouchage,16350,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/f9a490b3_a6dc_4199_9731_9ece00638cdc_jpg_7c91b2d2a9.jpg,,,,,,,,,,,,,
